CHR	END	MAPPABLE	COUNT	s_5_1_sequence.WB20	Raw
chr8	18583432	1	1	3	144
chr8	19089281	1	1	3	125
chr8	19593640	1	1	3	111
chr8	20104670	1	1	3	98
chr8	20612302	1	1	3	160
chr8	21115679	1	1	3	146
chr8	21620046	1	1	3	141
chr8	22128741	1	1	3	103
chr8	22633164	1	1	3	74
chr8	23139646	1	1	3	109
chr8	23655194	1	1	3	111
chr8	24162266	1	1	3	118
chr8	24676191	1	1	3	113
chr8	25187764	1	1	3	98
chr8	25706187	1	1	3	136
chr8	26207970	1	1	3	131
chr8	26717586	1	1	3	103
chr8	27234427	1	1	3	145
chr8	27741714	1	1	3	92
chr8	28245202	1	1	3	117
chr8	28757592	1	1	3	86
chr8	29264970	1	1	3	103
chr8	29774749	1	1	3	114
chr8	30280987	1	1	3	125
chr8	30787774	1	1	3	86
chr8	31298180	1	1	3	117
chr8	31823413	1	1	3	77
chr8	32330568	1	1	3	109
chr8	32836014	1	1	3	92
chr8	33347662	1	1	3	111
chr8	33862801	1	1	3	88
chr8	34376900	1	1	3	94
chr8	34889163	1	1	3	126
chr8	35404029	1	1	3	94
chr8	35912545	1	1	3	138
chr8	36437901	1	1	3	116
chr8	36943829	1	1	3	117
chr8	37451956	1	1	3	161
chr8	37957598	1	1	3	141
chr8	38464730	1	1	3	101
chr8	38970325	1	1	3	121
chr8	39484265	1	1	3	91
chr8	39997700	1	1	3	99
chr8	40516775	1	1	3	131
chr8	41025560	1	1	3	117
chr8	41537290	1	1	3	121
chr8	42041709	1	1	3	118
chr8	42550578	1	1	3	118
chr8	43069382	1	1	3	122
chr8	43800000	1	1.354282	3	76.793457
chr8	47403282	1	1	3	135
chr8	47944838	1	1	3	205
chr8	48493655	1	1	3	249
chr8	49004568	1	1	3	172
chr8	49525269	1	1	3	147
chr8	50042677	1	1	3	79
chr8	50553685	1	1	3	67
chr8	51071166	1	1	5	134
chr8	51586402	1	1	5	167
chr8	52104764	1	1	5	175
chr8	52621379	1	1	5	159
chr8	53132441	1	1	5	180
chr8	53638265	1	1	5	181
chr8	54148012	1	1	5	211
chr8	54674219	1	1	5	236
chr8	55190210	1	1	5	179
chr8	55705824	1	1	5	195
chr8	56217611	1	1	5	202
chr8	56737984	1	1	5	202
chr8	57252711	1	1	5	194
chr8	57774626	1	1	5	165
chr8	58296741	1	1	5	211
chr8	58806181	1	1	5	195
chr8	59319513	1	1	5	212
chr8	59835378	1	1	5	196
chr8	60344770	1	1	5	164
chr8	60871172	1	1	5	187
chr8	61385447	1	1	5	232
chr8	61891422	1	1	5	193
chr8	62417307	1	1	5	222
chr8	62931785	1	1	5	234
chr8	63444604	1	1	5	177
chr8	63957451	1	1	5	213
chr8	64474503	1	1	5	219
chr8	64988279	1	1	5	143
chr8	65510159	1	1	5	179
chr8	66022999	1	1	5	176
chr8	66541980	1	1	4	160
chr8	67051409	1	1	4	168
chr8	67563164	1	1	4	177
chr8	68075136	1	1	4	123
chr8	68593844	1	1	4	157
chr8	69104023	1	1	5	207
chr8	69625743	1	1	5	174
chr8	70146604	1	1	5	195
chr8	70663787	1	1	5	196
chr8	71180966	1	1	5	203
chr8	71704846	1	1	22	1117
chr8	72216226	1	1	22	1118
chr8	72742753	1	1	22	554
chr8	73260160	1	1	22	710
chr8	73774488	1	1	22	756
chr8	74292783	1	1	22	724
chr8	74802748	1	1	22	642
chr8	75320466	1	1	22	966
chr8	75838500	1	1	22	707
chr8	76366798	1	1	22	616
chr8	76878457	1	1	22	589
chr8	77397080	1	1	22	676
chr8	77900472	1	1	22	780
chr8	78421680	1	1	22	688
chr8	78934397	1	1	22	529
chr8	79446886	1	1	22	341
chr8	79956879	1	1	22	726
chr8	80473879	1	1	22	903
chr8	80989068	1	1	22	841
chr8	81500964	1	1	22	1184
chr8	82013908	1	1	22	1090
chr8	82530377	1	1	6	80
chr8	83043322	1	1	6	99
chr8	83559042	1	1	6	56
chr8	84063387	1	1	6	187
chr8	84585021	1	1	6	165
chr8	85102463	1	1	6	169
chr8	85629542	1	1	6	208
chr8	86152327	1	1	6	261
chr8	86600000	1	0.799278	6	76.318878
chr8	87346771	1	1	6	228
chr8	87861931	1	1	22	428
chr8	88384292	1	1	22	639
chr8	88915387	1	1	22	865
chr8	89428596	1	1	22	1197
chr8	89954211	1	1	22	748
chr8	90479261	1	1	22	492
chr8	91007879	1	1	22	1014
chr8	91529037	1	1	22	803
chr8	92034392	1	1	22	486
chr8	92555940	1	1	22	709
chr8	93089195	1	1	1	40
chr8	93607100	1	1	1	37
chr8	94111661	1	1	1	51
chr8	94626529	1	1	1	48
chr8	95141995	1	1	1	32
chr8	95652681	1	1	1	37
chr8	96158508	1	1	1	34
chr8	96681280	1	1	1	35
chr8	97202169	1	1	1	41
chr8	97708829	1	1	1	66
chr8	98228753	1	1	1	49
chr8	98751939	1	1	1	55
chr8	99256914	1	1	3	123
chr8	99796610	1	1	3	108
chr8	100313735	1	1	3	131
chr8	100842513	1	1	3	108
chr8	101357133	1	1	3	83
chr8	101865705	1	1	3	79
chr8	102376349	1	1	3	130
chr8	102894548	1	1	3	116
chr8	103415586	1	1	3	112
chr8	103920498	1	1	3	102
chr8	104427351	1	1	3	117
chr8	104949355	1	1	3	71
chr8	105462945	1	1	1	36
chr8	105976701	1	1	1	46
chr8	106484174	1	1	1	40
chr8	106996943	1	1	1	30
chr8	107507981	1	1	1	31
chr8	108017414	1	1	1	39
chr8	108527764	1	1	1	91
chr8	109044966	1	1	1	79
chr8	109567907	1	1	1	33
chr8	110078029	1	1	5	280
chr8	110589464	1	1	5	146
chr8	111106303	1	1	5	141
chr8	111617289	1	1	5	129
chr8	112127552	1	1	5	117
chr8	112634624	1	1	31	309
chr8	113145683	1	1	31	1157
chr8	113659843	1	1	31	767
chr8	114166500	1	1	31	706
chr8	114683617	1	1	31	735
chr8	115211402	1	1	31	635
chr8	115738567	1	1	31	861
chr8	116247364	1	1	31	1109
chr8	116752854	1	1	31	1099
chr8	117265500	1	1	31	1299
chr8	117777684	1	1	31	832
chr8	118286778	1	1	31	765
chr8	118798341	1	1	31	1074
chr8	119304045	1	1	31	1093
chr8	119821656	1	1	31	1189
chr8	120348003	1	1	31	1510
chr8	120866357	1	1	31	1001
chr8	121380598	1	1	31	1571
chr8	121891925	1	1	31	1980
chr8	122413598	1	1	31	2308
chr8	122926084	1	1	31	2018
chr8	123444363	1	1	31	2128
chr8	123949555	1	1	31	2170
chr8	124455154	1	1	31	1556
chr8	124964339	1	1	31	1364
chr8	125471625	1	1	31	809
chr8	125978564	1	1	31	988
chr8	126484306	1	1	31	705
chr8	126996720	1	1	31	387
chr8	127516118	1	1	31	160
chr8	128030833	1	1	31	497
chr8	128552558	1	1	31	1349
chr8	129059341	1	1	31	1483
chr8	129572938	1	1	5	227
chr8	130107316	1	1	5	114
chr8	130621360	1	1	5	215
chr8	131130918	1	1	5	191
chr8	131634171	1	1	5	156
chr8	132142725	1	1	5	120
chr8	132671456	1	1	5	207
chr8	133192038	1	1	3	41
chr8	133701902	1	1	3	107
chr8	134203943	1	1	3	124
chr8	134708412	1	1	3	103
chr8	135225072	1	1	3	111
chr8	135735499	1	1	3	188
chr8	136239887	1	1	3	137
chr8	136752464	1	1	3	125
chr8	137276997	1	1	3	138
chr8	137788641	1	1	3	54
chr8	138304590	1	1	3	75
chr8	138814377	1	1	3	106
chr8	139338468	1	1	3	72
chr8	139852356	1	1	3	107
chr8	140357719	1	1	3	77
chr8	140862914	1	1	3	125
chr8	141368472	1	1	3	74
chr8	141880898	1	1	3	51
chr8	142389295	1	1	4	156
chr8	142987715	1	1	4	183
chr8	143493288	1	1	4	239
chr8	144008678	1	1	4	174
chr8	144520044	1	1	4	139
chr8	145300000	1	1.45863	4	133.001511
chr8	146016955	1	1	4	118
chr8	146300000	1	0.53895	4	129.882172
chr9	713580	1	1	3	107
chr9	1232794	1	1	3	108
chr9	1750592	1	1	3	123
chr9	2266979	1	1	3	106
chr9	2773995	1	1	3	128
chr9	3286850	1	1	3	99
chr9	3800379	1	1	3	84
chr9	4309092	1	1	3	137
chr9	4826280	1	1	3	115
chr9	5356713	1	1	3	114
chr9	5872758	1	1	3	120
chr9	6409704	1	1	3	98
chr9	6921230	1	1	3	68
chr9	7429887	1	1	3	127
chr9	7940644	1	1	3	122
chr9	8458154	1	1	3	138
chr9	8961210	1	1	3	114
chr9	9472105	1	1	3	119
chr9	9985213	1	1	3	103
chr9	10499165	1	1	3	101
chr9	11019741	1	1	3	93
chr9	11528357	1	1	3	104
chr9	12048376	1	1	3	91
chr9	12565760	1	1	3	89
chr9	13077402	1	1	3	112
chr9	13587761	1	1	3	88
chr9	14099042	1	1	3	115
chr9	14603796	1	1	3	123
chr9	15126122	1	1	3	106
chr9	15650957	1	1	3	119
chr9	16173637	1	1	3	106
chr9	16680578	1	1	3	115
chr9	17187716	1	1	3	88
chr9	17714622	1	1	3	129
chr9	18236319	1	1	3	88
chr9	18752857	1	1	3	118
chr9	19267336	1	1	3	128
chr9	19786133	1	1	3	135
chr9	20310526	1	1	3	101
chr9	20824480	1	1	3	140
chr9	21349496	1	1	3	140
chr9	21868114	1	1	3	133
chr9	22392620	1	1	3	119
chr9	22915810	1	1	3	114
chr9	23429151	1	1	3	92
chr9	23937389	1	1	3	115
chr9	24460275	1	1	3	98
chr9	24982036	1	1	3	105
chr9	25500800	1	1	3	115
chr9	26010170	1	1	3	123
chr9	26525515	1	1	3	87
chr9	27037261	1	1	3	101
chr9	27548761	1	1	3	141
chr9	28058869	1	1	3	93
chr9	28588325	1	1	3	88
chr9	29104231	1	1	3	64
chr9	29616817	1	1	3	81
chr9	30127778	1	1	3	90
chr9	30646187	1	1	3	88
chr9	31166680	1	1	3	94
chr9	31686057	1	1	3	95
chr9	32218004	1	1	3	105
chr9	32742472	1	1	3	106
chr9	33254042	1	1	3	135
chr9	33821647	1	1	3	97
chr9	34334318	1	1	3	130
chr9	34858814	1	1	3	129
chr9	35380674	1	1	3	139
chr9	35886710	1	1	3	132
chr9	36394701	1	1	3	89
chr9	36902894	1	1	3	128
chr9	37412111	1	1	3	125
chr9	37918662	1	1	3	126
chr9	38424689	1	1	3	150
chr9	38800000	1	0.62191	3	107.732635
chr9	71522302	1	1	4	152
chr9	72037584	1	1	4	162
chr9	72566214	1	1	4	163
chr9	73081804	1	1	4	156
chr9	73622520	1	1	4	152
chr9	74134153	1	1	4	146
chr9	74639454	1	1	4	140
chr9	75152758	1	1	4	137
chr9	75660402	1	1	4	160
chr9	76166002	1	1	4	107
chr9	76674648	1	1	4	136
chr9	77191750	1	1	4	104
chr9	77697511	1	1	4	147
chr9	78213476	1	1	4	210
chr9	78728362	1	1	4	168
chr9	79239372	1	1	4	145
chr9	79751962	1	1	4	152
chr9	80266935	1	1	4	142
chr9	80785359	1	1	4	137
chr9	81298262	1	1	4	177
chr9	81818999	1	1	4	161
chr9	82337365	1	1	4	138
chr9	82850449	1	1	4	152
chr9	83377382	1	1	4	116
chr9	83894477	1	1	4	149
chr9	84407328	1	1	4	150
chr9	84947355	1	1	4	158
chr9	85467396	1	1	4	182
chr9	85986616	1	1	4	147
chr9	86535029	1	1	4	161
chr9	87042637	1	1	4	135
chr9	87551325	1	1	4	168
chr9	88063198	1	1	4	155
chr9	88615278	1	1	4	159
chr9	89140991	1	1	4	138
chr9	89650544	1	1	4	140
chr9	90164336	1	1	4	138
chr9	90699445	1	1	4	151
chr9	91238139	1	1	4	155
chr9	91746404	1	1	4	181
chr9	92500000	1	1.28674	4	177.969131
chr9	93225209	1	1	4	144
chr9	93740056	1	1	4	155
chr9	94252921	1	1	4	156
chr9	94759041	1	1	4	193
chr9	95288658	1	1	4	120
chr9	95814364	1	1	4	196
chr9	96325184	1	1	4	189
chr9	97100000	1	1.443422	4	191.21228
chr9	97713437	1	1	4	183
chr9	98221459	1	1	4	186
chr9	98732206	1	1	4	165
chr9	99239465	1	1	4	211
chr9	99842349	1	1	4	168
chr9	100386396	1	1	4	181
chr9	100893830	1	1	4	146
chr9	101406390	1	1	4	156
chr9	101909806	1	1	4	182
chr9	102418249	1	1	4	174
chr9	102933701	1	1	4	159
chr9	103449463	1	1	4	140
chr9	103981325	1	1	4	151
chr9	104492798	1	1	4	123
chr9	105017490	1	1	4	143
chr9	105531086	1	1	4	139
chr9	106047033	1	1	4	118
chr9	106570055	1	1	4	125
chr9	107085989	1	1	4	123
chr9	107596157	1	1	4	104
chr9	108101556	1	1	4	156
chr9	108640233	1	1	4	147
chr9	109157776	1	1	4	166
chr9	109673316	1	1	4	183
chr9	110181118	1	1	4	194
chr9	110688193	1	1	4	138
chr9	111195791	1	1	4	197
chr9	111712263	1	1	4	157
chr9	112216329	1	1	4	196
chr9	112726194	1	1	4	189
chr9	113251273	1	1	4	147
chr9	113762960	1	1	4	179
chr9	114277970	1	1	4	138
chr9	114787471	1	1	4	136
chr9	115294193	1	1	4	163
chr9	115804840	1	1	4	145
chr9	116357305	1	1	4	140
chr9	116860940	1	1	4	159
chr9	117369628	1	1	4	177
chr9	117875639	1	1	4	140
chr9	118388302	1	1	4	165
chr9	118905138	1	1	4	167
chr9	119414645	1	1	4	153
chr9	119926254	1	1	4	182
chr9	120430002	1	1	4	182
chr9	120936913	1	1	4	167
chr9	121446323	1	1	4	143
chr9	121962285	1	1	4	139
chr9	122473164	1	1	4	222
chr9	122985178	1	1	4	203
chr9	123498145	1	1	4	186
chr9	124006735	1	1	4	138
chr9	124515251	1	1	4	157
chr9	125022073	1	1	4	146
chr9	125548929	1	1	4	190
chr9	126058526	1	1	4	144
chr9	126562299	1	1	4	203
chr9	127076480	1	1	4	154
chr9	127579528	1	1	4	176
chr9	128093890	1	1	4	130
chr9	128603762	1	1	4	155
chr9	129109391	1	1	4	127
chr9	129613542	1	1	4	172
chr9	130123001	1	1	4	215
chr9	130627890	1	1	4	147
chr9	131136256	1	1	4	114
chr9	131648308	1	1	4	121
chr9	132155341	1	1	4	140
chr9	132659373	1	1	4	98
chr9	133100000	1	0.817118	4	122.381348
chr9	133730484	1	1	4	168
chr9	134240464	1	1	4	153
chr9	134747170	1	1	4	113
chr9	135253750	1	1	4	189
chr9	135761068	1	1	4	168
chr9	136280624	1	1	4	110
chr9	136785377	1	1	4	176
chr9	137348105	1	1	4	131
chr9	137860908	1	1	4	230
chr9	138367029	1	1	4	178
chr9	138876558	1	1	4	158
chr9	139451573	1	1	4	118
chr9	139960641	1	1	4	151
chr9	140478914	1	1	4	146
chr9	141100000	1	1.126236	4	209.547562
chr10	630434	1	1	4	154
chr10	1148966	1	1	4	189
chr10	1675443	1	1	4	214
chr10	2184321	1	1	4	175
chr10	2691354	1	1	4	155
chr10	3196672	1	1	4	147
chr10	3702912	1	1	4	209
chr10	4205983	1	1	4	154
chr10	4708719	1	1	4	141
chr10	5257251	1	1	4	155
chr10	5774365	1	1	4	143
chr10	6280204	1	1	4	193
chr10	6803000	1	1	4	155
chr10	7332631	1	1	4	170
chr10	7836801	1	1	4	181
chr10	8340707	1	1	4	168
chr10	8844345	1	1	4	187
chr10	9351036	1	1	4	182
chr10	9865061	1	1	4	135
chr10	10380273	1	1	4	156
chr10	10896176	1	1	4	158
chr10	11398402	1	1	4	183
chr10	11910669	1	1	4	154
chr10	12422819	1	1	4	118
chr10	12931970	1	1	4	143
chr10	13446738	1	1	4	130
chr10	13949860	1	1	4	124
chr10	14452245	1	1	4	166
chr10	14960844	1	1	4	143
chr10	15479804	1	1	4	131
chr10	15995317	1	1	4	132
chr10	16507326	1	1	4	116
chr10	17011173	1	1	4	159
chr10	17800000	1	1.497176	4	152.286697
chr10	18728909	1	1	4	165
chr10	19240647	1	1	4	131
chr10	19762453	1	1	4	143
chr10	20275853	1	1	4	130
chr10	20795996	1	1	4	112
chr10	21320838	1	1	4	128
chr10	21828017	1	1	4	168
chr10	22339117	1	1	4	96
chr10	22861827	1	1	4	139
chr10	23373386	1	1	4	159
chr10	23891434	1	1	4	143
chr10	24413266	1	1	4	147
chr10	24920554	1	1	4	127
chr10	25428739	1	1	4	159
chr10	25955649	1	1	4	110
chr10	26473631	1	1	4	124
chr10	26986727	1	1	4	151
chr10	27498859	1	1	4	110
chr10	28021106	1	1	4	127
chr10	28535065	1	1	4	140
chr10	29041858	1	1	4	144
chr10	29545405	1	1	4	141
chr10	30067701	1	1	4	108
chr10	30570693	1	1	2	86
chr10	31089355	1	1	2	80
chr10	31610521	1	1	2	71
chr10	32134940	1	1	2	82
chr10	32647758	1	1	2	64
chr10	33188674	1	1	2	71
chr10	33695967	1	1	4	142
chr10	34207698	1	1	4	146
chr10	34712927	1	1	4	173
chr10	35216389	1	1	4	185
chr10	35725367	1	1	4	127
chr10	36242419	1	1	4	180
chr10	36759394	1	1	4	115
chr10	37273239	1	1	4	125
chr10	37830009	1	1	4	136
chr10	38361694	1	1	4	153
chr10	39200000	1	1.029584	4	159.287628
chr10	43230098	1	1	4	187
chr10	43749708	1	1	4	138
chr10	44264312	1	1	4	160
chr10	44790073	1	1	4	183
chr10	45306095	1	1	4	184
chr10	45824485	1	1	4	179
chr10	46200000	1	0.662866	4	141.808456
chr10	48700000	1	0.72545	4	195.740585
chr10	49905058	1	1	4	175
chr10	50410495	1	1	4	151
chr10	51100000	1	1.28067	4	187.401901
chr10	52583166	1	1	4	172
chr10	53095190	1	1	4	135
chr10	53603230	1	1	4	106
chr10	54129682	1	1	4	105
chr10	54641543	1	1	4	104
chr10	55151162	1	1	4	132
chr10	55672407	1	1	4	108
chr10	56189597	1	1	4	121
chr10	56702228	1	1	4	95
chr10	57210062	1	1	7	147
chr10	57736030	1	1	7	194
chr10	58250201	1	1	7	241
chr10	58766354	1	1	7	284
chr10	59275263	1	1	7	203
chr10	59787843	1	1	7	203
chr10	60303025	1	1	7	234
chr10	60819055	1	1	7	213
chr10	61339272	1	1	7	262
chr10	61848952	1	1	5	197
chr10	62351777	1	1	5	192
chr10	62864905	1	1	5	137
chr10	63371014	1	1	5	259
chr10	63877096	1	1	5	170
chr10	64387050	1	1	5	194
chr10	64905937	1	1	5	221
chr10	65408877	1	1	5	173
chr10	65933694	1	1	5	223
chr10	66442028	1	1	5	230
chr10	66957030	1	1	5	165
chr10	67469255	1	1	5	165
chr10	67974069	1	1	5	184
chr10	68492281	1	1	5	197
chr10	69002496	1	1	5	199
chr10	69548351	1	1	5	242
chr10	70053323	1	1	5	176
chr10	70561737	1	1	5	156
chr10	71069462	1	1	5	200
chr10	71573793	1	1	7	323
chr10	72080431	1	1	7	248
chr10	72590840	1	1	7	298
chr10	73093900	1	1	7	243
chr10	73595158	1	1	7	253
chr10	74104849	1	1	7	269
chr10	74615366	1	1	7	306
chr10	75132691	1	1	7	250
chr10	75676330	1	1	7	304
chr10	76187491	1	1	7	232
chr10	76695882	1	1	7	218
chr10	77202129	1	1	7	272
chr10	77713241	1	1	7	433
chr10	78224907	1	1	7	338
chr10	78749949	1	1	7	333
chr10	79251743	1	1	7	304
chr10	79762464	1	1	7	289
chr10	80273174	1	1	7	336
chr10	80779845	1	1	7	281
chr10	81400000	1	1.166542	7	243.454575
chr10	82185420	1	1	7	175
chr10	82709363	1	1	3	109
chr10	83217187	1	1	3	62
chr10	83734649	1	1	3	99
chr10	84247029	1	1	2	61
chr10	84753117	1	1	2	64
chr10	85265945	1	1	2	63
chr10	85780383	1	1	2	78
chr10	86297896	1	1	2	79
chr10	86821547	1	1	2	74
chr10	87344273	1	1	2	75
chr10	87860711	1	1	2	95
chr10	88368341	1	1	2	78
chr10	88900000	1	0.975272	2	77.926979
chr10	89759811	1	1	2	54
chr10	90268163	1	1	2	62
chr10	90774450	1	1	2	62
chr10	91285498	1	1	2	61
chr10	91796951	1	1	2	69
chr10	92324863	1	1	2	85
chr10	92836108	1	1	2	46
chr10	93373476	1	1	2	68
chr10	93887194	1	1	2	66
chr10	94399574	1	1	2	56
chr10	94907250	1	1	2	83
chr10	95417139	1	1	2	79
chr10	95927834	1	1	2	55
chr10	96437125	1	1	2	57
chr10	96998489	1	1	2	83
chr10	97502825	1	1	2	58
chr10	98018124	1	1	2	48
chr10	98524940	1	1	2	80
chr10	99030638	1	1	2	87
chr10	99544836	1	1	2	94
chr10	100055751	1	1	2	78
chr10	100580438	1	1	2	70
chr10	101108384	1	1	2	74
chr10	101630923	1	1	2	61
chr10	102145613	1	1	2	39
chr10	102659731	1	1	2	76
chr10	103164088	1	1	2	63
chr10	103669239	1	1	2	84
chr10	104179698	1	1	2	59
chr10	104687639	1	1	2	67
chr10	105198240	1	1	2	80
chr10	105702104	1	1	2	56
chr10	106205682	1	1	2	71
chr10	106718985	1	1	2	98
chr10	107236683	1	1	2	79
chr10	107758386	1	1	2	63
chr10	108267738	1	1	2	81
chr10	108778053	1	1	2	86
chr10	109285674	1	1	2	83
chr10	109790554	1	1	2	64
chr10	110312616	1	1	2	77
chr10	110822650	1	1	2	67
chr10	111346233	1	1	2	52
chr10	111879015	1	1	2	74
chr10	112385042	1	1	2	66
chr10	112893597	1	1	2	43
chr10	113409610	1	1	3	132
chr10	113932788	1	1	3	110
chr10	114445531	1	1	3	97
chr10	114948070	1	1	3	138
chr10	115454632	1	1	3	142
chr10	115958159	1	1	3	85
chr10	116462511	1	1	3	86
chr10	116975695	1	1	3	145
chr10	117498271	1	1	3	106
chr10	118003255	1	1	3	95
chr10	118511746	1	1	3	120
chr10	119022858	1	1	3	131
chr10	119524669	1	1	3	141
chr10	120034153	1	1	3	128
chr10	120539828	1	1	3	145
chr10	121053332	1	1	3	94
chr10	121559200	1	1	3	58
chr10	122072128	1	1	3	69
chr10	122582038	1	1	3	137
chr10	123100439	1	1	3	97
chr10	123604654	1	1	3	85
chr10	124111485	1	1	3	98
chr10	124648732	1	1	3	106
chr10	125158488	1	1	3	126
chr10	125659819	1	1	3	126
chr10	126213517	1	1	3	137
chr10	126719006	1	1	3	107
chr10	127225813	1	1	3	137
chr10	127748232	1	1	3	152
chr10	128253326	1	1	3	83
chr10	128600000	1	0.662806	3	92.032967
chr10	129304152	1	1	3	148
chr10	129812238	1	1	3	78
chr10	130317863	1	1	3	106
chr10	130821617	1	1	3	106
chr10	131323362	1	1	3	102
chr10	131833176	1	1	3	111
chr10	132344998	1	1	3	124
chr10	132854327	1	1	3	101
chr10	133363105	1	1	3	108
chr10	133977749	1	1	3	140
chr10	134487679	1	1	3	113
chr10	135006485	1	1	3	140
chr10	135500000	1	0.807596	3	99.059425
chr11	721812	1	1	4	135
chr11	1286708	1	1	4	181
chr11	1809716	1	1	4	144
chr11	2315342	1	1	4	213
chr11	2823841	1	1	4	182
chr11	3411632	1	1	4	159
chr11	4300000	1	1.459738	4	117.829361
chr11	4914561	1	1	4	181
chr11	5445408	1	1	4	145
chr11	5969058	1	1	4	135
chr11	6493002	1	1	4	159
chr11	7013821	1	1	4	189
chr11	7528963	1	1	4	198
chr11	8065301	1	1	4	170
chr11	8585995	1	1	4	164
chr11	9095763	1	1	4	169
chr11	9609158	1	1	4	122
chr11	10119964	1	1	4	135
chr11	10640957	1	1	4	159
chr11	11145470	1	1	4	156
chr11	11651809	1	1	4	197
chr11	12161138	1	1	4	195
chr11	12669046	1	1	4	159
chr11	13173716	1	1	4	175
chr11	13696908	1	1	4	123
chr11	14222844	1	1	4	196
chr11	14752486	1	1	4	128
chr11	15273931	1	1	4	181
chr11	15779521	1	1	4	179
chr11	16284716	1	1	4	157
chr11	16807274	1	1	4	144
chr11	17321576	1	1	4	152
chr11	17826783	1	1	4	216
chr11	18345656	1	1	4	185
chr11	18855866	1	1	4	131
chr11	19376439	1	1	4	214
chr11	19888300	1	1	4	176
chr11	20392187	1	1	4	177
chr11	20909253	1	1	4	159
chr11	21417083	1	1	4	143
chr11	21933337	1	1	4	138
chr11	22453167	1	1	4	140
chr11	22972035	1	1	4	125
chr11	23505879	1	1	4	154
chr11	24016299	1	1	4	140
chr11	24537633	1	1	4	144
chr11	25053044	1	1	4	122
chr11	25579261	1	1	4	118
chr11	26100573	1	1	4	132
chr11	26617882	1	1	4	129
chr11	27131900	1	1	4	173
chr11	27646430	1	1	4	143
chr11	28164587	1	1	4	118
chr11	28693805	1	1	4	153
chr11	29205512	1	1	4	121
chr11	29723643	1	1	4	129
chr11	30248230	1	1	4	144
chr11	30756522	1	1	4	146
chr11	31262240	1	1	4	132
chr11	31789021	1	1	4	111
chr11	32296033	1	1	4	170
chr11	32816116	1	1	4	133
chr11	33328504	1	1	4	101
chr11	33840568	1	1	4	157
chr11	34346709	1	1	4	158
chr11	34859233	1	1	4	184
chr11	35368964	1	1	4	152
chr11	35886402	1	1	4	218
chr11	36391123	1	1	4	164
chr11	36912266	1	1	4	146
chr11	37425123	1	1	4	151
chr11	37939433	1	1	4	133
chr11	38450316	1	1	4	133
chr11	38958843	1	1	4	150
chr11	39475846	1	1	4	117
chr11	40005958	1	1	4	137
chr11	40515856	1	1	4	127
chr11	41033279	1	1	4	133
chr11	41538930	1	1	4	126
chr11	42050477	1	1	4	141
chr11	42573088	1	1	4	154
chr11	43099001	1	1	4	150
chr11	43618107	1	1	4	148
chr11	44130625	1	1	4	181
chr11	44636192	1	1	4	163
chr11	45143022	1	1	4	142
chr11	45649741	1	1	4	148
chr11	46156702	1	1	4	158
chr11	46666429	1	1	4	132
chr11	47180321	1	1	4	172
chr11	47686626	1	1	4	155
chr11	48193947	1	1	4	130
chr11	48783455	1	1	4	159
chr11	49448362	1	1	4	122
chr11	50120939	1	1	4	115
chr11	50800000	1	1.217214	4	111.73056
chr11	51600000	1	0.657462	4	188.60405
chr11	55352950	1	1	4	117
chr11	55892898	1	1	4	124
chr11	56412620	1	1	4	117
chr11	56941275	1	1	4	156
chr11	57444228	1	1	4	162
chr11	57969761	1	1	4	157
chr11	58492072	1	1	4	116
chr11	59019221	1	1	4	168
chr11	59538188	1	1	4	169
chr11	60052977	1	1	4	135
chr11	60583795	1	1	4	169
chr11	61138497	1	1	4	155
chr11	61643137	1	1	4	140
chr11	62165386	1	1	4	132
chr11	62675624	1	1	4	200
chr11	63235683	1	1	4	168
chr11	63748339	1	1	4	126
chr11	64256362	1	1	4	127
chr11	64761570	1	1	4	128
chr11	65270746	1	1	4	132
chr11	65778738	1	1	4	138
chr11	66289575	1	1	4	150
chr11	66801944	1	1	4	162
chr11	67309614	1	1	4	117
chr11	67939583	1	1	4	142
chr11	68450635	1	1	4	145
chr11	68958017	1	1	4	196
chr11	69510146	1	1	4	160
chr11	70066002	1	1	4	206
chr11	70572218	1	1	4	176
chr11	71078708	1	1	4	195
chr11	71725066	1	1	4	155
chr11	72234965	1	1	4	176
chr11	72745346	1	1	4	159
chr11	73250201	1	1	4	136
chr11	73761364	1	1	4	113
chr11	74283780	1	1	4	164
chr11	74803837	1	1	4	172
chr11	75312964	1	1	4	118
chr11	75828113	1	1	4	156
chr11	76336382	1	1	4	168
chr11	76854351	1	1	4	144
chr11	77366515	1	1	4	149
chr11	77899665	1	1	4	148
chr11	78411997	1	1	4	154
chr11	78916025	1	1	4	155
chr11	79424199	1	1	4	130
chr11	79931729	1	1	4	130
chr11	80440030	1	1	4	151
chr11	80945548	1	1	4	123
chr11	81453750	1	1	4	135
chr11	81971262	1	1	4	127
chr11	82486980	1	1	4	149
chr11	82995362	1	1	4	183
chr11	83515526	1	1	4	134
chr11	84029204	1	1	4	151
chr11	84538812	1	1	4	143
chr11	85053554	1	1	4	119
chr11	85575145	1	1	4	144
chr11	86087734	1	1	4	135
chr11	86615123	1	1	4	168
chr11	87140101	1	1	4	141
chr11	87666756	1	1	4	148
chr11	88236858	1	1	4	135
chr11	88807608	1	1	4	161
chr11	89500000	1	1.097538	4	113.891273
chr11	90345043	1	1	4	129
chr11	90869143	1	1	4	157
chr11	91381428	1	1	4	145
